id,CRIM,ZN,INDUS,CHAS,NOX
1,-0.0405,0.0664,-0.3236,-0.0692,-0.0344
2,-0.0403,-0.1136,-0.1491,-0.0692,-0.1763
3,-0.0403,-0.1136,-0.1491,-0.0692,-0.1763
4,-0.0403,-0.1136,-0.3283,-0.0692,-0.1990
5,-0.0398,-0.1136,-0.3283,-0.0692,-0.1990
6,-0.0403,-0.1136,-0.3283,-0.0692,-0.1990
7,-0.0396,0.0114,-0.1197,-0.0692,-0.0632
8,-0.0390,0.0114,-0.1197,-0.0692,-0.0632
9,-0.0382,0.0114,-0.1197,-0.0692,-0.0632
10,-0.0387,0.0114,-0.1197,-0.0692,-0.0632
11,-0.0381,0.0114,-0.1197,-0.0692,-0.0632
12,-0.0393,0.0114,-0.1197,-0.0692,-0.0632
13,-0.0396,0.0114,-0.1197,-0.0692,-0.0632
14,-0.0335,-0.1136,-0.1099,-0.0692,-0.0344
15,-0.0334,-0.1136,-0.1099,-0.0692,-0.0344
16,-0.0336,-0.1136,-0.1099,-0.0692,-0.0344
17,-0.0288,-0.1136,-0.1099,-0.0692,-0.0344
18,-0.0318,-0.1136,-0.1099,-0.0692,-0.0344
19,-0.0316,-0.1136,-0.1099,-0.0692,-0.0344
20,-0.0325,-0.1136,-0.1099,-0.0692,-0.0344
21,-0.0265,-0.1136,-0.1099,-0.0692,-0.0344
22,-0.0310,-0.1136,-0.1099,-0.0692,-0.0344
23,-0.0268,-0.1136,-0.1099,-0.0692,-0.0344
24,-0.0295,-0.1136,-0.1099,-0.0692,-0.0344
25,-0.0322,-0.1136,-0.1099,-0.0692,-0.0344
26,-0.0312,-0.1136,-0.1099,-0.0692,-0.0344
27,-0.0331,-0.1136,-0.1099,-0.0692,-0.0344
28,-0.0299,-0.1136,-0.1099,-0.0692,-0.0344
29,-0.0319,-0.1136,-0.1099,-0.0692,-0.0344
30,-0.0293,-0.1136,-0.1099,-0.0692,-0.0344
31,-0.0279,-0.1136,-0.1099,-0.0692,-0.0344
32,-0.0254,-0.1136,-0.1099,-0.0692,-0.0344
33,-0.0250,-0.1136,-0.1099,-0.0692,-0.0344
34,-0.0277,-0.1136,-0.1099,-0.0692,-0.0344
35,-0.0225,-0.1136,-0.1099,-0.0692,-0.0344
36,-0.0399,-0.1136,-0.1898,-0.0692,-0.1146
37,-0.0395,-0.1136,-0.1898,-0.0692,-0.1146
38,-0.0397,-0.1136,-0.1898,-0.0692,-0.1146
39,-0.0386,-0.1136,-0.1898,-0.0692,-0.1146
40,-0.0403,0.6364,-0.3001,-0.0692,-0.2607
41,-0.0402,0.6364,-0.3001,-0.0692,-0.2607
42,-0.0392,-0.1136,-0.1549,-0.0692,-0.2195
43,-0.0390,-0.1136,-0.1549,-0.0692,-0.2195
44,-0.0388,-0.1136,-0.1549,-0.0692,-0.2195
45,-0.0392,-0.1136,-0.1549,-0.0692,-0.2195
46,-0.0387,-0.1136,-0.1549,-0.0692,-0.2195
47,-0.0385,-0.1136,-0.1549,-0.0692,-0.2195
48,-0.0380,-0.1136,-0.1549,-0.0692,-0.2195
49,-0.0378,-0.1136,-0.1549,-0.0692,-0.2195
50,-0.0381,-0.1136,-0.1549,-0.0692,-0.2195
51,-0.0396,0.0964,-0.2015,-0.0692,-0.2381
52,-0.0401,0.0964,-0.2015,-0.0692,-0.2381
53,-0.0400,0.0964,-0.2015,-0.0692,-0.2381
54,-0.0401,0.0964,-0.2015,-0.0692,-0.2381
55,-0.0405,0.6364,-0.2616,-0.0692,-0.2977
56,-0.0405,0.7864,-0.3635,-0.0692,-0.3121
57,-0.0404,0.7364,-0.3811,-0.0692,-0.2977
58,-0.0405,0.8864,-0.3599,-0.0692,-0.2957
59,-0.0389,0.1364,-0.2202,-0.0692,-0.2092
60,-0.0395,0.1364,-0.2202,-0.0692,-0.2092
61,-0.0389,0.1364,-0.2202,-0.0692,-0.2092
62,-0.0387,0.1364,-0.2202,-0.0692,-0.2092
63,-0.0394,0.1364,-0.2202,-0.0692,-0.2092
64,-0.0392,0.1364,-0.2202,-0.0692,-0.2092
65,-0.0404,0.0614,-0.3577,-0.0692,-0.2852
66,-0.0402,0.6864,-0.2847,-0.0692,-0.3224
67,-0.0401,0.6864,-0.2847,-0.0692,-0.3224
68,-0.0400,0.0114,-0.1857,-0.0692,-0.2998
69,-0.0391,0.0114,-0.1857,-0.0692,-0.2998
70,-0.0392,0.0114,-0.1857,-0.0692,-0.2998
71,-0.0396,-0.1136,-0.0120,-0.0692,-0.2916
72,-0.0388,-0.1136,-0.0120,-0.0692,-0.2916
73,-0.0396,-0.1136,-0.0120,-0.0692,-0.2916
74,-0.0384,-0.1136,-0.0120,-0.0692,-0.2916
75,-0.0397,-0.1136,0.0621,-0.0692,-0.2422
76,-0.0395,-0.1136,0.0621,-0.0692,-0.2422
77,-0.0395,-0.1136,0.0621,-0.0692,-0.2422
78,-0.0396,-0.1136,0.0621,-0.0692,-0.2422
79,-0.0400,-0.1136,0.0621,-0.0692,-0.2422
80,-0.0397,-0.1136,0.0621,-0.0692,-0.2422
81,-0.0402,0.1364,-0.2301,-0.0692,-0.2648
82,-0.0401,0.1364,-0.2301,-0.0692,-0.2648
83,-0.0402,0.1364,-0.2301,-0.0692,-0.2648
84,-0.0402,0.1364,-0.2301,-0.0692,-0.2648
85,-0.0400,-0.1136,-0.2437,-0.0692,-0.2175
86,-0.0400,-0.1136,-0.2437,-0.0692,-0.2175
87,-0.0400,-0.1136,-0.2437,-0.0692,-0.2175
88,-0.0398,-0.1136,-0.2437,-0.0692,-0.2175
89,-0.0400,-0.1136,-0.2832,-0.0692,-0.1352
90,-0.0400,-0.1136,-0.2832,-0.0692,-0.1352
91,-0.0401,-0.1136,-0.2832,-0.0692,-0.1352
92,-0.0402,-0.1136,-0.2832,-0.0692,-0.1352
93,-0.0401,0.1664,0.1431,-0.0692,-0.1866
94,-0.0403,0.1664,0.1431,-0.0692,-0.1866
95,-0.0401,0.1664,0.1431,-0.0692,-0.1866
96,-0.0392,-0.1136,-0.3023,-0.0692,-0.2257
97,-0.0393,-0.1136,-0.3023,-0.0692,-0.2257
98,-0.0393,-0.1136,-0.3023,-0.0692,-0.2257
99,-0.0397,-0.1136,-0.3023,-0.0692,-0.2257
100,-0.0398,-0.1136,-0.3023,-0.0692,-0.2257
101,-0.0389,-0.1136,-0.0945,-0.0692,-0.0714
102,-0.0393,-0.1136,-0.0945,-0.0692,-0.0714
103,-0.0380,-0.1136,-0.0945,-0.0692,-0.0714
104,-0.0382,-0.1136,-0.0945,-0.0692,-0.0714
105,-0.0390,-0.1136,-0.0945,-0.0692,-0.0714
106,-0.0391,-0.1136,-0.0945,-0.0692,-0.0714
107,-0.0387,-0.1136,-0.0945,-0.0692,-0.0714
108,-0.0391,-0.1136,-0.0945,-0.0692,-0.0714
109,-0.0392,-0.1136,-0.0945,-0.0692,-0.0714
110,-0.0377,-0.1136,-0.0945,-0.0692,-0.0714
111,-0.0394,-0.1136,-0.0945,-0.0692,-0.0714
112,-0.0395,-0.1136,-0.0413,-0.0692,-0.0158
113,-0.0392,-0.1136,-0.0413,-0.0692,-0.0158
114,-0.0381,-0.1136,-0.0413,-0.0692,-0.0158
115,-0.0390,-0.1136,-0.0413,-0.0692,-0.0158
116,-0.0387,-0.1136,-0.0413,-0.0692,-0.0158
117,-0.0391,-0.1136,-0.0413,-0.0692,-0.0158
118,-0.0389,-0.1136,-0.0413,-0.0692,-0.0158
119,-0.0391,-0.1136,-0.0413,-0.0692,-0.0158
120,-0.0390,-0.1136,-0.0413,-0.0692,-0.0158
121,-0.0398,-0.1136,0.5320,-0.0692,0.0541
122,-0.0398,-0.1136,0.5320,-0.0692,0.0541
123,-0.0396,-0.1136,0.5320,-0.0692,0.0541
124,-0.0389,-0.1136,0.5320,-0.0692,0.0541
125,-0.0395,-0.1136,0.5320,-0.0692,0.0541
126,-0.0387,-0.1136,0.5320,-0.0692,0.0541
127,-0.0363,-0.1136,0.5320,-0.0692,0.0541
128,-0.0377,-0.1136,0.3942,-0.0692,0.1426
129,-0.0370,-0.1136,0.3942,-0.0692,0.1426
130,-0.0307,-0.1136,0.3942,-0.0692,0.1426
131,-0.0368,-0.1136,0.3942,-0.0692,0.1426
132,-0.0272,-0.1136,0.3942,-0.0692,0.1426
133,-0.0340,-0.1136,0.3942,-0.0692,0.1426
134,-0.0369,-0.1136,0.3942,-0.0692,0.1426
135,-0.0296,-0.1136,0.3942,-0.0692,0.1426
136,-0.0343,-0.1136,0.3942,-0.0692,0.1426
137,-0.0370,-0.1136,0.3942,-0.0692,0.1426
138,-0.0367,-0.1136,0.3942,-0.0692,0.1426
139,-0.0378,-0.1136,0.3942,-0.0692,0.1426
140,-0.0345,-0.1136,0.3942,-0.0692,0.1426
141,-0.0373,-0.1136,0.3942,-0.0692,0.1426
142,-0.0223,-0.1136,0.3942,-0.0692,0.1426
143,-0.0033,-0.1136,0.3095,0.9308,0.6508
144,0.0054,-0.1136,0.3095,-0.0692,0.6508
145,-0.0094,-0.1136,0.3095,-0.0692,0.6508
146,-0.0139,-0.1136,0.3095,-0.0692,0.6508
147,-0.0164,-0.1136,0.3095,-0.0692,0.6508
148,-0.0140,-0.1136,0.3095,-0.0692,0.6508
149,-0.0144,-0.1136,0.3095,-0.0692,0.6508
150,-0.0099,-0.1136,0.3095,-0.0692,0.6508
151,-0.0220,-0.1136,0.3095,-0.0692,0.6508
152,-0.0238,-0.1136,0.3095,-0.0692,0.6508
153,-0.0280,-0.1136,0.3095,0.9308,0.6508
154,-0.0165,-0.1136,0.3095,-0.0692,0.6508
155,-0.0247,-0.1136,0.3095,0.9308,0.6508
156,-0.0009,-0.1136,0.3095,0.9308,0.6508
157,-0.0131,-0.1136,0.3095,-0.0692,0.6508
158,-0.0269,-0.1136,0.3095,-0.0692,0.1035
159,-0.0255,-0.1136,0.3095,-0.0692,0.1035
160,-0.0246,-0.1136,0.3095,-0.0692,0.6508
161,-0.0263,-0.1136,0.3095,0.9308,0.1035
162,-0.0242,-0.1136,0.3095,-0.0692,0.1035
163,-0.0200,-0.1136,0.3095,0.9308,0.1035
164,-0.0235,-0.1136,0.3095,0.9308,0.1035
165,-0.0154,-0.1136,0.3095,-0.0692,0.1035
166,-0.0078,-0.1136,0.3095,-0.0692,0.1035
167,-0.0180,-0.1136,0.3095,-0.0692,0.1035
168,-0.0204,-0.1136,0.3095,-0.0692,0.1035
169,-0.0148,-0.1136,0.3095,-0.0692,0.1035
170,-0.0131,-0.1136,0.3095,-0.0692,0.1035
171,-0.0270,-0.1136,0.3095,-0.0692,0.1035
172,-0.0146,-0.1136,0.3095,-0.0692,0.1035
173,-0.0391,-0.1136,-0.2598,-0.0692,-0.0920
174,-0.0396,-0.1136,-0.2598,-0.0692,-0.0920
175,-0.0397,-0.1136,-0.2598,-0.0692,-0.0920
176,-0.0399,-0.1136,-0.2598,-0.0692,-0.0920
177,-0.0398,-0.1136,-0.2598,-0.0692,-0.0920
178,-0.0400,-0.1136,-0.2598,-0.0692,-0.0920
179,-0.0399,-0.1136,-0.2598,-0.0692,-0.0920
180,-0.0400,-0.1136,-0.3181,-0.0692,-0.1372
181,-0.0399,-0.1136,-0.3181,-0.0692,-0.1372
182,-0.0398,-0.1136,-0.3181,-0.0692,-0.1372
183,-0.0396,-0.1136,-0.3181,-0.0692,-0.1372
184,-0.0395,-0.1136,-0.3181,-0.0692,-0.1372
185,-0.0397,-0.1136,-0.3181,-0.0692,-0.1372
186,-0.0399,-0.1136,-0.3181,-0.0692,-0.1372
187,-0.0400,-0.1136,-0.3181,-0.0692,-0.1372
188,-0.0397,0.3364,-0.2821,-0.0692,-0.2422
189,-0.0392,0.3364,-0.2821,-0.0692,-0.2422
190,-0.0397,0.3364,-0.2821,-0.0692,-0.2422
191,-0.0396,0.3364,-0.2821,-0.0692,-0.2422
192,-0.0398,0.3364,-0.2821,-0.0692,-0.2422
193,-0.0396,0.3364,-0.2821,-0.0692,-0.2422
194,-0.0404,0.4864,-0.3008,-0.0692,-0.3162
195,-0.0405,0.4864,-0.3008,-0.0692,-0.3162
196,-0.0405,0.6864,-0.3914,-0.0692,-0.2730
197,-0.0402,0.6864,-0.3525,-0.0692,-0.3101
198,-0.0401,0.6864,-0.3525,-0.0692,-0.3101
199,-0.0402,0.6864,-0.3525,-0.0692,-0.3101
200,-0.0403,0.8364,-0.3544,-0.0692,-0.3121
201,-0.0404,0.8364,-0.3544,-0.0692,-0.3121
202,-0.0402,0.7114,-0.3338,-0.0692,-0.2874
203,-0.0404,0.7114,-0.3338,-0.0692,-0.2874
204,-0.0402,0.8364,-0.3100,-0.0692,-0.2852
205,-0.0404,0.8364,-0.3100,-0.0692,-0.2852
206,-0.0391,-0.1136,-0.0200,-0.0692,-0.1352
207,-0.0380,-0.1136,-0.0200,-0.0692,-0.1352
208,-0.0378,-0.1136,-0.0200,-0.0692,-0.1352
209,-0.0391,-0.1136,-0.0200,0.9308,-0.1352
210,-0.0357,-0.1136,-0.0200,0.9308,-0.1352
211,-0.0387,-0.1136,-0.0200,0.9308,-0.1352
212,-0.0364,-0.1136,-0.0200,0.9308,-0.1352
213,-0.0382,-0.1136,-0.0200,0.9308,-0.1352
214,-0.0390,-0.1136,-0.0200,-0.0692,-0.1352
215,-0.0374,-0.1136,-0.0200,-0.0692,-0.1352
216,-0.0384,-0.1136,-0.0200,-0.0692,-0.1352
217,-0.0401,-0.1136,0.1009,0.9308,-0.0097
218,-0.0398,-0.1136,0.1009,-0.0692,-0.0097
219,-0.0394,-0.1136,0.1009,0.9308,-0.0097
220,-0.0393,-0.1136,0.1009,0.9308,-0.0097
221,-0.0366,-0.1136,-0.1810,0.9308,-0.0981
222,-0.0360,-0.1136,-0.1810,0.9308,-0.0981
223,-0.0336,-0.1136,-0.1810,0.9308,-0.0981
224,-0.0337,-0.1136,-0.1810,-0.0692,-0.0981
225,-0.0371,-0.1136,-0.1810,-0.0692,-0.1043
226,-0.0347,-0.1136,-0.1810,-0.0692,-0.1043
227,-0.0363,-0.1136,-0.1810,-0.0692,-0.1043
228,-0.0360,-0.1136,-0.1810,-0.0692,-0.1043
229,-0.0373,-0.1136,-0.1810,-0.0692,-0.1043
230,-0.0356,-0.1136,-0.1810,-0.0692,-0.1043
231,-0.0346,-0.1136,-0.1810,-0.0692,-0.1043
232,-0.0354,-0.1136,-0.1810,-0.0692,-0.1043
233,-0.0341,-0.1136,-0.1810,-0.0692,-0.0981
234,-0.0369,-0.1136,-0.1810,-0.0692,-0.0981
235,-0.0356,-0.1136,-0.1810,0.9308,-0.0981
236,-0.0369,-0.1136,-0.1810,-0.0692,-0.0981
237,-0.0348,-0.1136,-0.1810,0.9308,-0.0981
238,-0.0349,-0.1136,-0.1810,-0.0692,-0.0981
239,-0.0397,0.1864,-0.2275,-0.0692,-0.2607
240,-0.0396,0.1864,-0.2275,-0.0692,-0.2607
241,-0.0393,0.1864,-0.2275,-0.0692,-0.2607
242,-0.0394,0.1864,-0.2275,-0.0692,-0.2607
243,-0.0395,0.1864,-0.2275,-0.0692,-0.2607
244,-0.0392,0.1864,-0.2275,-0.0692,-0.2607
245,-0.0383,0.1064,-0.1934,-0.0692,-0.2545
246,-0.0385,0.1064,-0.1934,-0.0692,-0.2545
247,-0.0368,0.1064,-0.1934,-0.0692,-0.2545
248,-0.0384,0.1064,-0.1934,-0.0692,-0.2545
249,-0.0388,0.1064,-0.1934,-0.0692,-0.2545
250,-0.0385,0.1064,-0.1934,-0.0692,-0.2545
251,-0.0390,0.1064,-0.1934,-0.0692,-0.2545
252,-0.0382,0.1064,-0.1934,-0.0692,-0.2545
253,-0.0397,0.1064,-0.1934,-0.0692,-0.2545
254,-0.0365,0.1064,-0.1934,-0.0692,-0.2545
255,-0.0401,0.6864,-0.2748,-0.0692,-0.3348
256,-0.0402,0.6864,-0.2748,-0.0692,-0.3348
257,-0.0404,0.7864,-0.2708,-0.0692,-0.3306
258,-0.0337,0.0864,-0.2627,-0.0692,0.1899
259,-0.0332,0.0864,-0.2627,-0.0692,0.1899
260,-0.0332,0.0864,-0.2627,-0.0692,0.1899
261,-0.0345,0.0864,-0.2627,-0.0692,0.1899
262,-0.0346,0.0864,-0.2627,-0.0692,0.1899
263,-0.0348,0.0864,-0.2627,-0.0692,0.1899
264,-0.0313,0.0864,-0.2627,-0.0692,0.1899
265,-0.0344,0.0864,-0.2627,-0.0692,0.1899
266,-0.0321,0.0864,-0.2627,-0.0692,0.1899
267,-0.0318,0.0864,-0.2627,-0.0692,0.1899
268,-0.0341,0.0864,-0.2627,-0.0692,0.0418
269,-0.0345,0.0864,-0.2627,-0.0692,0.0418
270,-0.0396,0.0864,-0.1531,0.9308,-0.1866
271,-0.0373,0.0864,-0.1531,-0.0692,-0.1866
272,-0.0388,0.0864,-0.1531,-0.0692,-0.1866
273,-0.0393,0.0864,-0.1531,-0.0692,-0.1866
274,-0.0381,0.0864,-0.1531,0.9308,-0.1866
275,-0.0400,0.2864,-0.1733,0.9308,-0.2216
276,-0.0395,0.2864,-0.1733,-0.0692,-0.2216
277,-0.0394,0.2864,-0.1733,0.9308,-0.2216
278,-0.0399,0.2864,-0.1733,0.9308,-0.2216
279,-0.0397,0.2864,-0.1733,-0.0692,-0.2216
280,-0.0383,0.0864,-0.2862,-0.0692,-0.2300
281,-0.0402,0.0864,-0.2862,-0.0692,-0.2300
282,-0.0402,0.0864,-0.2862,-0.0692,-0.2300
283,-0.0399,0.0864,-0.2862,0.9308,-0.2300
284,-0.0404,0.7864,-0.3639,0.9308,-0.3162
285,-0.0405,0.7864,-0.2994,-0.0692,-0.3183
286,-0.0405,0.4364,-0.3258,-0.0692,-0.3409
287,-0.0404,0.6864,-0.3437,-0.0692,-0.3492
288,-0.0402,0.4114,-0.2132,-0.0692,-0.3080
289,-0.0401,0.4114,-0.2132,-0.0692,-0.3080
290,-0.0401,0.4114,-0.2132,-0.0692,-0.3080
291,-0.0402,0.6864,-0.2268,-0.0692,-0.2957
292,-0.0397,0.6864,-0.2268,-0.0692,-0.2957
293,-0.0402,0.6864,-0.2268,-0.0692,-0.2957
294,-0.0397,-0.1136,0.1020,-0.0692,-0.2422
295,-0.0397,-0.1136,0.1020,-0.0692,-0.2422
296,-0.0392,-0.1136,0.1020,-0.0692,-0.2422
297,-0.0400,-0.1136,0.1020,-0.0692,-0.2422
298,-0.0390,-0.1136,0.1020,-0.0692,-0.2422
299,-0.0399,0.5864,-0.3261,-0.0692,-0.3183
300,-0.0400,0.5864,-0.3261,-0.0692,-0.3183
301,-0.0401,0.5864,-0.3261,-0.0692,-0.3183
302,-0.0402,0.2264,-0.1850,-0.0692,-0.2504
303,-0.0396,0.2264,-0.1850,-0.0692,-0.2504
304,-0.0395,0.2264,-0.1850,-0.0692,-0.2504
305,-0.0400,0.2164,-0.3283,-0.0692,-0.1702
306,-0.0400,0.2164,-0.3283,-0.0692,-0.1702
307,-0.0398,0.2164,-0.3283,-0.0692,-0.1702
308,-0.0401,0.2164,-0.3283,-0.0692,-0.1702
309,-0.0351,-0.1136,-0.0453,-0.0692,-0.0220
310,-0.0367,-0.1136,-0.0453,-0.0692,-0.0220
311,-0.0110,-0.1136,-0.0453,-0.0692,-0.0220
312,-0.0317,-0.1136,-0.0453,-0.0692,-0.0220
313,-0.0377,-0.1136,-0.0453,-0.0692,-0.0220
314,-0.0376,-0.1136,-0.0453,-0.0692,-0.0220
315,-0.0365,-0.1136,-0.0453,-0.0692,-0.0220
316,-0.0378,-0.1136,-0.0453,-0.0692,-0.0220
317,-0.0370,-0.1136,-0.0453,-0.0692,-0.0220
318,-0.0379,-0.1136,-0.0453,-0.0692,-0.0220
319,-0.0361,-0.1136,-0.0453,-0.0692,-0.0220
320,-0.0353,-0.1136,-0.0453,-0.0692,-0.0220
321,-0.0387,-0.1136,-0.1377,-0.0692,-0.1269
322,-0.0386,-0.1136,-0.1377,-0.0692,-0.1269
323,-0.0367,-0.1136,-0.1377,-0.0692,-0.1269
324,-0.0374,-0.1136,-0.1377,-0.0692,-0.1269
325,-0.0368,-0.1136,-0.1377,-0.0692,-0.1269
326,-0.0385,-0.1136,-0.1377,-0.0692,-0.1269
327,-0.0372,-0.1136,-0.1377,-0.0692,-0.1269
328,-0.0379,-0.1136,-0.1377,-0.0692,-0.1269
329,-0.0399,-0.1136,-0.2895,-0.0692,-0.1948
330,-0.0399,-0.1136,-0.2895,-0.0692,-0.1948
331,-0.0401,-0.1136,-0.2895,-0.0692,-0.1948
332,-0.0401,0.2364,-0.1861,-0.0692,-0.2403
333,-0.0402,0.2364,-0.1861,-0.0692,-0.2403
334,-0.0400,-0.1136,-0.2180,-0.0692,-0.0817
335,-0.0402,-0.1136,-0.2180,-0.0692,-0.0817
336,-0.0402,-0.1136,-0.2180,-0.0692,-0.0817
337,-0.0402,-0.1136,-0.2180,-0.0692,-0.0817
338,-0.0403,-0.1136,-0.2180,-0.0692,-0.0817
339,-0.0402,-0.1136,-0.2180,-0.0692,-0.0817
340,-0.0400,-0.1136,-0.2180,-0.0692,-0.0817
341,-0.0399,-0.1136,-0.2180,-0.0692,-0.0817
342,-0.0405,0.2364,-0.3525,-0.0692,-0.2319
343,-0.0403,-0.1136,-0.3390,-0.0692,-0.0755
344,-0.0403,0.4364,-0.2697,-0.0692,-0.1455
345,-0.0403,0.4364,-0.2697,-0.0692,-0.1455
346,-0.0403,-0.1136,-0.2473,-0.0692,-0.2319
347,-0.0399,-0.1136,-0.2473,-0.0692,-0.2319
348,-0.0404,0.7364,-0.2561,-0.0692,-0.2586
349,-0.0404,0.6864,-0.3346,-0.0692,-0.2463
350,-0.0403,0.2864,-0.3624,-0.0692,-0.2586
351,-0.0399,0.2864,-0.3624,-0.0692,-0.2586
352,-0.0397,0.4864,-0.3463,-0.0692,-0.2957
353,-0.0398,0.4864,-0.3463,-0.0692,-0.2957
354,-0.0404,0.7864,-0.3342,-0.0692,-0.2977
355,-0.0401,0.6864,-0.3382,-0.0692,-0.2916
356,-0.0394,0.6864,-0.3382,-0.0692,-0.2916
357,0.0604,-0.1136,0.2553,0.9308,0.4430
358,0.0027,-0.1136,0.2553,0.9308,0.4430
359,0.0179,-0.1136,0.2553,0.9308,0.4430
360,0.0073,-0.1136,0.2553,-0.0692,0.4430
361,0.0104,-0.1136,0.2553,-0.0692,0.4430
362,0.0025,-0.1136,0.2553,-0.0692,0.4430
363,0.0007,-0.1136,0.2553,-0.0692,0.4430
364,0.0068,-0.1136,0.2553,0.9308,0.4430
365,-0.0016,-0.1136,0.2553,0.9308,0.3360
366,0.0106,-0.1136,0.2553,-0.0692,0.3360
367,0.0009,-0.1136,0.2553,-0.0692,0.3360
368,0.1114,-0.1136,0.2553,-0.0692,0.1570
369,0.0144,-0.1136,0.2553,-0.0692,0.1570
370,0.0231,-0.1136,0.2553,0.9308,0.1570
371,0.0329,-0.1136,0.2553,0.9308,0.1570
372,0.0632,-0.1136,0.2553,-0.0692,0.1570
373,0.0523,-0.1136,0.2553,0.9308,0.2331
374,0.0842,-0.1136,0.2553,-0.0692,0.2331
375,0.1673,-0.1136,0.2553,-0.0692,0.2331
376,0.1798,-0.1136,0.2553,-0.0692,0.2393
377,0.1312,-0.1136,0.2553,-0.0692,0.2393
378,0.0698,-0.1136,0.2553,-0.0692,0.2393
379,0.2252,-0.1136,0.2553,-0.0692,0.2393
380,0.1602,-0.1136,0.2553,-0.0692,0.2393
381,0.9595,-0.1136,0.2553,-0.0692,0.2393
382,0.1378,-0.1136,0.2553,-0.0692,0.2393
383,0.0626,-0.1136,0.2553,-0.0692,0.2990
384,0.0492,-0.1136,0.2553,-0.0692,0.2990
385,0.1851,-0.1136,0.2553,-0.0692,0.2990
386,0.1483,-0.1136,0.2553,-0.0692,0.2990
387,0.2336,-0.1136,0.2553,-0.0692,0.2990
388,0.2134,-0.1136,0.2553,-0.0692,0.2990
389,0.1205,-0.1136,0.2553,-0.0692,0.2990
390,0.0510,-0.1136,0.2553,-0.0692,0.2990
391,0.0376,-0.1136,0.2553,-0.0692,0.2990
392,0.0189,-0.1136,0.2553,-0.0692,0.2990
393,0.0895,-0.1136,0.2553,-0.0692,0.2990
394,0.0565,-0.1136,0.2553,-0.0692,0.2846
395,0.1095,-0.1136,0.2553,-0.0692,0.2846
396,0.0574,-0.1136,0.2553,-0.0692,0.2846
397,0.0254,-0.1136,0.2553,-0.0692,0.2846
398,0.0456,-0.1136,0.2553,-0.0692,0.2846
399,0.3904,-0.1136,0.2553,-0.0692,0.2846
400,0.0708,-0.1136,0.2553,-0.0692,0.2846
401,0.2409,-0.1136,0.2553,-0.0692,0.2846
402,0.1194,-0.1136,0.2553,-0.0692,0.2846
403,0.0672,-0.1136,0.2553,-0.0692,0.2846
404,0.2381,-0.1136,0.2553,-0.0692,0.2846