id,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
230,100.00,1.8946,5,264.0,13.00,383.29,7.79,36.00
231,100.00,2.0107,5,264.0,13.00,391.93,6.90,30.10
232,81.80,2.1121,5,264.0,13.00,392.80,9.59,33.80
233,89.40,2.1398,5,264.0,13.00,388.37,7.26,43.10
234,91.50,2.2885,5,264.0,13.00,386.86,5.91,48.80
235,94.50,2.0788,5,264.0,13.00,393.42,11.25,31.00
236,91.60,1.9301,5,264.0,13.00,387.89,8.10,36.50
237,62.80,1.9865,5,264.0,13.00,392.40,10.45,22.80
238,84.60,2.1329,5,264.0,13.00,384.07,14.79,30.70
239,67.00,2.4216,5,264.0,13.00,384.54,7.44,50.00
240,52.60,2.8720,5,264.0,13.00,390.30,3.16,43.50
241,42.10,4.4290,3,223.0,18.60,388.65,13.00,21.10
242,16.30,4.4290,3,223.0,18.60,396.90,6.59,25.20
243,58.70,3.9175,3,223.0,18.60,394.96,7.73,24.40
244,51.80,4.3665,3,223.0,18.60,390.77,6.58,35.20
245,32.90,4.0776,4,254.0,17.60,396.90,3.53,32.40
246,42.80,4.2673,4,254.0,17.60,396.90,2.98,32.00
247,49.00,4.7872,4,254.0,17.60,389.25,6.05,33.20
248,27.60,4.8628,4,254.0,17.60,393.45,4.16,33.10
249,32.20,4.1007,5,216.0,14.90,396.90,4.85,35.10
250,64.50,4.6947,5,216.0,14.90,387.31,3.76,45.40
251,37.20,5.2447,5,216.0,14.90,392.23,4.59,35.40
252,49.70,5.2119,5,216.0,14.90,377.07,3.01,46.00
253,24.80,5.8850,1,198.0,13.60,395.52,3.16,50.00
254,20.80,7.3073,1,285.0,15.30,394.72,7.85,32.20
255,31.90,7.3073,1,300.0,15.30,394.72,8.23,22.00
256,31.50,9.0892,1,241.0,18.20,341.60,12.93,20.10
257,31.30,7.3172,6,293.0,16.60,396.90,7.14,23.20
258,45.60,7.3172,6,293.0,16.60,396.90,7.60,22.30
259,22.90,7.3172,6,293.0,16.60,371.72,9.51,24.80
260,27.70,5.1167,4,245.0,19.20,396.90,3.56,37.30
261,23.40,5.1167,4,245.0,19.20,396.90,4.70,27.90
262,42.30,5.5027,4,289.0,16.00,396.90,10.40,21.70
263,31.10,5.9604,4,289.0,16.00,396.90,6.27,28.60
264,51.00,5.9604,4,289.0,16.00,392.85,7.39,27.10
265,58.00,6.3200,4,289.0,16.00,396.90,15.84,20.30
266,20.10,7.8278,5,358.0,14.80,368.24,4.97,22.50
267,10.00,7.8278,5,358.0,14.80,371.58,4.74,29.00
268,47.40,7.8278,5,358.0,14.80,390.86,6.07,24.80
269,40.40,5.4917,7,329.0,16.10,395.75,9.50,22.00
270,18.40,5.4917,7,329.0,16.10,383.61,8.67,26.40
271,17.70,5.4917,7,329.0,16.10,390.43,4.86,33.10
272,41.10,4.0220,7,222.0,18.40,393.68,6.93,36.10
273,58.10,3.3700,7,222.0,18.40,393.36,8.93,28.40
274,71.90,3.0992,7,222.0,18.40,396.90,6.47,33.40
275,70.30,3.1827,7,222.0,18.40,396.90,7.53,28.20
276,82.50,3.3175,4,304.0,18.40,396.90,4.54,22.80
277,76.70,3.1025,4,304.0,18.40,396.24,9.97,20.30
278,37.80,2.5194,4,304.0,18.40,350.45,12.64,16.10
279,52.80,2.6403,4,304.0,18.40,396.90,5.98,22.10
280,90.40,2.8340,4,304.0,18.40,396.30,11.72,19.40
281,82.80,3.2628,4,304.0,18.40,393.39,7.90,21.60
282,87.30,3.6023,4,304.0,18.40,395.69,9.28,23.80
283,77.70,3.9450,4,304.0,18.40,396.42,11.50,16.20
284,83.20,3.9986,4,304.0,18.40,390.70,18.33,17.80
285,71.70,4.0317,4,304.0,18.40,396.90,15.94,19.80
286,67.20,3.5325,4,304.0,18.40,395.21,10.36,23.10
287,58.80,4.0019,4,304.0,18.40,396.23,12.73,21.00
288,52.30,4.5404,5,287.0,19.60,396.90,7.20,23.80
289,54.30,4.5404,5,287.0,19.60,396.90,6.87,23.10
290,49.90,4.7211,5,287.0,19.60,396.90,7.70,20.40
291,74.30,4.7211,5,287.0,19.60,391.13,11.74,18.50
292,14.70,5.4159,5,287.0,19.60,393.68,5.08,24.60
293,28.90,5.4159,5,287.0,19.60,396.90,6.15,23.00
294,43.70,5.4159,5,287.0,19.60,396.90,12.79,22.20
295,25.80,5.2146,4,430.0,16.90,382.44,9.97,19.30
296,17.20,5.2146,4,430.0,16.90,375.21,7.34,22.60
297,32.20,5.8736,4,430.0,16.90,368.57,9.09,19.80
298,28.40,6.6407,1,304.0,16.90,394.02,12.43,17.10
299,23.30,6.6407,1,304.0,16.90,362.25,7.83,19.40
300,38.10,6.4584,5,224.0,20.20,389.71,5.68,22.20
301,38.50,6.4584,5,224.0,20.20,389.40,6.75,20.70
302,34.50,5.9853,5,224.0,20.20,396.90,8.01,21.10
303,46.30,5.2311,5,224.0,20.20,396.90,9.80,19.50
304,37.30,4.8122,5,224.0,20.20,396.14,8.51,20.60
305,45.40,4.8122,5,224.0,20.20,396.90,9.74,19.00
306,58.50,4.8122,5,224.0,20.20,396.90,9.29,18.70
307,49.30,7.0379,1,284.0,15.50,394.74,5.49,32.70
308,59.70,6.2669,1,422.0,15.90,389.96,8.65,16.50
309,56.40,5.7321,5,370.0,17.60,396.90,7.18,23.90
310,28.10,6.4654,5,370.0,17.60,387.97,4.61,31.20
311,48.50,8.0136,3,352.0,18.80,385.64,10.53,17.50
312,52.30,8.0136,3,352.0,18.80,364.61,12.67,17.20
313,29.70,8.3440,4,280.0,17.00,390.94,5.99,24.50
314,34.50,8.7921,1,335.0,19.70,389.85,5.89,26.60
315,44.40,8.7921,1,335.0,19.70,396.90,5.98,22.90
316,35.90,10.7103,4,411.0,18.30,370.78,5.49,24.10
317,18.50,10.7103,4,411.0,18.30,392.33,7.79,18.60
318,36.10,12.1265,5,187.0,17.00,384.46,4.50,30.10
319,21.90,10.5857,4,334.0,22.00,382.80,8.05,18.20
320,97.40,2.1222,24,666.0,20.20,377.73,17.60,17.80
321,91.00,2.5052,24,666.0,20.20,391.34,13.27,21.70
322,83.40,2.7227,24,666.0,20.20,395.43,11.48,22.70
323,81.30,2.5091,24,666.0,20.20,390.74,12.67,22.60
324,88.00,2.5182,24,666.0,20.20,374.56,7.79,25.00
325,91.10,2.2955,24,666.0,20.20,350.65,14.19,19.90
326,96.20,2.1036,24,666.0,20.20,380.79,10.19,20.80
327,89.00,1.9047,24,666.0,20.20,353.04,14.64,16.80
328,82.90,1.9047,24,666.0,20.20,354.55,5.29,21.90
329,87.90,1.6132,24,666.0,20.20,354.70,7.12,27.50
330,91.40,1.7523,24,666.0,20.20,316.03,14.00,21.90
331,100.00,1.3325,24,666.0,20.20,375.52,3.26,50.00
332,96.80,1.3567,24,666.0,20.20,375.33,3.73,50.00
333,97.50,1.2024,24,666.0,20.20,392.05,2.96,50.00
334,100.00,1.1691,24,666.0,20.20,366.15,9.53,50.00
335,89.60,1.1296,24,666.0,20.20,347.88,8.88,50.00
336,100.00,1.1742,24,666.0,20.20,396.90,34.77,13.80
337,100.00,1.1370,24,666.0,20.20,396.90,37.97,13.80
338,97.90,1.3163,24,666.0,20.20,396.90,13.44,15.00
339,93.30,1.3449,24,666.0,20.20,363.02,23.24,13.90
340,98.80,1.3580,24,666.0,20.20,396.90,21.24,13.30
341,96.20,1.3861,24,666.0,20.20,396.90,23.69,13.10
342,100.00,1.3861,24,666.0,20.20,393.74,21.78,10.20
343,91.90,1.4165,24,666.0,20.20,396.90,17.21,10.40
344,99.10,1.5192,24,666.0,20.20,396.90,21.08,10.90
345,100.00,1.5804,24,666.0,20.20,396.90,23.60,11.30
346,100.00,1.5331,24,666.0,20.20,396.90,24.56,12.30
347,91.20,1.4395,24,666.0,20.20,285.83,30.63,8.80
348,98.10,1.4261,24,666.0,20.20,396.90,30.81,7.20
349,100.00,1.4672,24,666.0,20.20,396.90,28.28,10.50
350,89.50,1.5184,24,666.0,20.20,396.90,31.99,7.40
351,100.00,1.5895,24,666.0,20.20,372.92,30.62,10.20
352,98.90,1.7281,24,666.0,20.20,396.90,20.85,11.50
353,82.50,2.1678,24,666.0,20.20,378.38,18.76,23.20
354,97.00,1.7700,24,666.0,20.20,396.90,25.68,9.70
355,92.60,1.7912,24,666.0,20.20,396.90,15.17,13.80
356,94.70,1.7821,24,666.0,20.20,396.90,16.35,12.70
357,98.80,1.7257,24,666.0,20.20,391.98,17.12,13.10
358,96.00,1.6768,24,666.0,20.20,396.90,19.37,12.50
359,98.90,1.6334,24,666.0,20.20,393.10,19.92,8.50
360,100.00,1.4896,24,666.0,20.20,396.90,30.59,5.00
361,77.80,1.5004,24,666.0,20.20,338.16,29.97,6.30
362,100.00,1.5888,24,666.0,20.20,396.90,26.77,5.60
363,100.00,1.6390,24,666.0,20.20,376.11,20.31,12.10
364,85.40,1.6074,24,666.0,20.20,329.46,27.38,8.50
365,100.00,1.4254,24,666.0,20.20,384.97,22.98,5.00
366,100.00,1.1781,24,666.0,20.20,370.22,23.34,11.90
367,100.00,1.2852,24,666.0,20.20,332.09,12.13,27.90
368,97.90,1.4547,24,666.0,20.20,314.64,26.40,17.20
369,100.00,1.4655,24,666.0,20.20,179.36,19.78,27.50
370,100.00,1.4130,24,666.0,20.20,2.60,10.11,15.00
371,100.00,1.5275,24,666.0,20.20,35.05,21.22,17.20
372,100.00,1.5539,24,666.0,20.20,28.79,34.37,17.90
373,100.00,1.5894,24,666.0,20.20,210.97,20.08,16.30
374,100.00,1.6582,24,666.0,20.20,88.27,36.98,7.00
375,100.00,1.8347,24,666.0,20.20,27.25,29.05,7.20
376,90.80,1.8195,24,666.0,20.20,21.57,25.79,7.50
377,89.10,1.6475,24,666.0,20.20,127.36,26.64,10.40
378,100.00,1.8026,24,666.0,20.20,16.45,20.62,8.80
379,76.50,1.7940,24,666.0,20.20,48.45,22.74,8.40
380,95.30,1.8746,24,666.0,20.20,319.98,15.70,14.20
381,87.60,1.9512,24,666.0,20.20,291.55,14.10,20.80
382,85.10,2.0218,24,666.0,20.20,2.52,23.29,13.40
383,70.60,2.0635,24,666.0,20.20,3.65,17.16,11.70
384,59.70,1.9976,24,666.0,20.20,24.65,15.69,10.20
385,78.70,1.8629,24,666.0,20.20,18.82,14.52,10.90
386,78.10,1.9356,24,666.0,20.20,96.73,21.52,11.00
387,95.60,1.9682,24,666.0,20.20,60.72,24.08,9.50
388,86.10,2.0527,24,666.0,20.20,83.45,17.64,14.50
389,94.30,2.0882,24,666.0,20.20,81.33,19.69,14.10
390,74.80,2.2004,24,666.0,20.20,97.95,12.03,16.10
391,87.90,2.3158,24,666.0,20.20,100.19,16.22,14.30
392,95.00,2.2222,24,666.0,20.20,100.63,15.17,11.70
393,94.60,2.1247,24,666.0,20.20,109.85,23.27,13.40
394,93.30,2.0026,24,666.0,20.20,27.49,18.05,9.60
395,100.00,1.9142,24,666.0,20.20,9.32,26.45,8.70
396,87.90,1.8206,24,666.0,20.20,68.95,34.02,8.40
397,93.90,1.8172,24,666.0,20.20,396.90,22.88,12.80
398,92.40,1.8662,24,666.0,20.20,391.45,22.11,10.50
399,97.20,2.0651,24,666.0,20.20,385.96,19.52,17.10
400,100.00,1.9784,24,666.0,20.20,386.73,18.85,15.40
401,96.60,1.8956,24,666.0,20.20,240.52,23.79,10.80
402,94.80,1.9879,24,666.0,20.20,43.06,23.98,11.80
403,96.40,2.0720,24,666.0,20.20,318.01,17.79,14.90
404,96.60,2.1980,24,666.0,20.20,388.52,16.44,12.60
405,98.70,2.2616,24,666.0,20.20,396.90,18.13,14.10
406,98.30,2.1850,24,666.0,20.20,304.21,19.31,13.00
407,92.60,2.3236,24,666.0,20.20,0.32,17.44,13.40
408,98.20,2.3552,24,666.0,20.20,355.29,17.73,15.20
409,94.10,2.4961,24,666.0,20.20,6.68,18.71,14.90
410,86.50,2.4358,24,666.0,20.20,50.92,18.13,14.10
411,87.90,2.5806,24,666.0,20.20,10.48,19.01,12.70
412,80.30,2.7792,24,666.0,20.20,3.50,16.94,13.50
413,83.70,2.7831,24,666.0,20.20,272.21,16.23,14.90
414,84.40,2.7175,24,666.0,20.20,396.90,14.70,20.00
415,90.00,2.5975,24,666.0,20.20,255.23,16.42,16.40
416,88.40,2.5671,24,666.0,20.20,391.43,14.65,17.70
417,83.00,2.7344,24,666.0,20.20,396.90,13.99,19.50
418,89.90,2.8016,24,666.0,20.20,393.82,10.29,20.20
419,65.40,2.9634,24,666.0,20.20,396.90,13.22,21.40
420,48.20,3.0665,24,666.0,20.20,334.40,14.13,19.90
421,84.70,2.8715,24,666.0,20.20,22.01,17.15,19.00
422,94.50,2.5403,24,666.0,20.20,331.29,21.32,19.10
423,71.00,2.9084,24,666.0,20.20,368.74,18.13,19.10
424,84.00,3.0334,24,666.0,20.20,396.90,16.29,19.90
425,90.70,3.0993,24,666.0,20.20,395.33,12.87,19.60
426,75.00,2.8965,24,666.0,20.20,393.37,14.36,23.20
427,67.60,2.5329,24,666.0,20.20,374.68,11.66,29.80
428,95.40,2.4298,24,666.0,20.20,352.58,18.14,13.80
429,97.40,2.2060,24,666.0,20.20,302.76,24.10,13.30
430,93.60,2.3053,24,666.0,20.20,396.21,18.68,16.70
431,97.30,2.1007,24,666.0,20.20,349.48,24.91,12.00
432,88.00,1.9512,24,666.0,20.20,383.32,13.11,21.40
433,64.70,3.4242,24,666.0,20.20,396.90,10.74,23.00
434,74.90,3.3317,24,666.0,20.20,393.07,7.74,23.70
435,77.00,3.4106,24,666.0,20.20,395.28,7.01,25.00
436,40.30,4.0983,24,666.0,20.20,392.92,10.42,21.80
437,41.90,3.7240,24,666.0,20.20,370.73,13.34,20.60
438,79.80,3.5459,24,666.0,20.20,392.68,14.98,19.10
439,92.70,1.8209,4,711.0,20.10,395.09,18.06,15.20
440,98.30,1.7554,4,711.0,20.10,344.05,23.97,7.00
441,98.00,1.8226,4,711.0,20.10,318.43,29.68,8.10
442,98.80,1.8681,4,711.0,20.10,390.11,18.07,13.60
443,83.50,2.1099,4,711.0,20.10,396.90,13.35,20.10
444,54.00,2.3817,6,391.0,19.20,396.90,12.01,21.80
445,42.60,2.3817,6,391.0,19.20,396.90,13.59,24.50
446,28.80,2.7986,6,391.0,19.20,393.29,17.60,23.10
447,72.90,2.7986,6,391.0,19.20,396.90,21.14,19.70
448,70.60,2.8927,6,391.0,19.20,396.90,14.10,18.30
449,65.30,2.4091,6,391.0,19.20,396.90,12.92,21.20
450,73.50,2.3999,6,391.0,19.20,395.77,15.10,17.50
451,79.70,2.4982,6,391.0,19.20,396.90,14.33,16.80
452,69.10,2.4786,1,273.0,21.00,391.99,9.67,22.40
453,76.70,2.2875,1,273.0,21.00,396.90,9.08,20.60
454,91.00,2.1675,1,273.0,21.00,396.90,5.64,23.90
455,89.30,2.3889,1,273.0,21.00,393.45,6.48,22.00
456,80.80,2.5050,1,273.0,21.00,396.90,7.88,11.90
